macula_id	gloss
o070060110101	[belonged
o070060110102	to].Joash
o070060110111	the
o070060110121	Abiezrite
o070060110131	and
o070060110132	Gideon
o070060110141	son
o070060110142	his
o070060110151	[was].beating.out
o070060110161	wheat(s)
o070060110171	in
o070060110171ה	the
o070060110172	winepress
o070060110181	to
o070060110182	hide.[it]
o070060110191	from
o070060110192	before
o070060110201	Midian
o070060120011	and
o070060120012	he.appeared
o070060120021	to
o070060120022	him
o070060120031	the.angel
o070060120041	of.Yahweh
o070060120051	and
o070060120052	he.said
o070060120061	to
o070060120062	him
o070060120071	Yahweh
o070060120081	[is].with
o070060120082	you
o070060120091	O.mighty.[man]
o070060120101	of.(the)
o070060120102	strength
o070060130011	and
o070060130012	he.said
o070060130021	to
o070060130022	him
o070060130031	Gideon
o070060130041	pardon.me
o070060130051	my.lord
o070060130052	O
o070060130061	and
o070060130062	(there)
o070060130071	Yahweh
o070060130081	[is].with
o070060130082	us
o070060130091	and
o070060130092	
o070060130093	why?
o070060130101	has
o070060130102	it.found.us
o070060130111	all
o070060130121	this
o070060130131	and
o070060130132	where?
o070060130141	[are].all
o070060130151	wonders
o070060130152	his
o070060130161	which
o070060130171	they.recounted
o070060130181	to
o070060130182	us
o070060130191	fathers
o070060130192	our
o070060130201	(cmp)
o070060130202	
o070060130211	?
o070060130212	not
o070060130221	from
o070060130222	Egypt
o070060130231	did
o070060130232	he.bring.us.up
o070060130241	Yahweh
o070060130251	and
o070060130252	now
o070060130261	he
o070060130262	has.abandoned.us
o070060130271	Yahweh
o070060130281	and
o070060130282	he
o070060130283	has.given.us
o070060130291	in
o070060130292	the.palm
o070060130301	of.Midian
o070060140011	and
o070060140012	he.turned
o070060140021	to
o070060140022	him
o070060140031	Yahweh
o070060140041	and
o070060140042	he.said
o070060140051	go
o070060140061	in
o070060140062	strength
o070060140063	your
o070060140071	this
o070060140081	and
o070060140082	you.will.deliver
o070060140091	(et)
o070060140101	Israel
o070060140111	from
o070060140112	the.palm
o070060140121	of.Midian
o070060140131	?
o070060140132	not
o070060140141	have
o070060140142	I.sent.you
o070060150011	and
o070060150012	he.said
o070060150021	to
o070060150022	him
o070060150031	pardon.me
o070060150041	Lord
o070060150042	O
o070060150051	
o070060150052	how?
o070060150061	will.I.deliver
o070060150071	(et)
o070060150081	Israel
o070060150091	here!
o070060150101	family
o070060150102	my
o070060150111	[is].the
o070060150112	weak
o070060150121	in
o070060150122	Manasseh
o070060150131	and
o070060150132	I
o070060150141	[am].the
o070060150142	insignificant
o070060150151	in
o070060150152	the.house
o070060150161	my.father
o070060150162	of
o070060160011	and
o070060160012	he.said
o070060160021	to
o070060160022	him
o070060160031	Yahweh
o070060160041	(dm)
o070060160051	I.will.be
o070060160061	with
o070060160062	you
o070060160071	and
o070060160072	you.will.defeat
o070060160081	(et)
o070060160091	Midian
o070060160101	like
o070060160102	a.man
o070060160111	one
o070060170011	and
o070060170012	he.said
o070060170021	to
o070060170022	him
o070060170031	if
o070060170041	please
o070060170051	I.have.found
o070060170061	favor
o070060170071	in
o070060170072	eyes
o070060170073	your
o070060170081	and
o070060170082	you.will.do
o070060170091	for
o070060170092	me
o070060170101	a.sign
o070060170111	(cmp)
o070060170112	you
o070060170121	[are].speaking
o070060170131	with
o070060170132	me
o070060180011	do.not
o070060180021	please
o070060180031	depart
o070060180041	from
o070060180042	here
o070060180051	until
o070060180061	come
o070060180062	I
o070060180071	to
o070060180072	you
o070060180081	and
o070060180082	I.will.bring.out
o070060180091	(et)
o070060180101	gift
o070060180102	my
o070060180111	and
o070060180112	I.will.set.[it]
o070060180121	before
o070060180122	
o070060180123	you
o070060180131	and
o070060180132	he.said
o070060180141	I
o070060180151	I.will.remain
o070060180161	until
o070060180171	return
o070060180172	you
o070060190011	and
o070060190012	Gideon
o070060190021	he.went
o070060190031	and
o070060190032	he.prepared
o070060190041	a.kid
o070060190051	of.goats
o070060190061	and
o070060190062	an.ephah
o070060190071	of.flour
o070060190081	of.unleavened.bread(s)
o070060190091	the
o070060190092	meat
o070060190101	he.put
o070060190111	in
o070060190111ה	the
o070060190112	basket
o070060190121	and
o070060190122	the
o070060190123	broth
o070060190131	he.put
o070060190141	in
o070060190141ה	the
o070060190142	pot
o070060190151	and
o070060190152	he.brought.[them].out
o070060190161	to
o070060190162	him
o070060190171	to
o070060190181	under
o070060190191	the
o070060190192	terebinth
o070060190201	and
o070060190202	he.brought.[them].near
o070060200011	and
o070060200012	he.said
o070060200021	to
o070060200022	him
o070060200031	the.angel
o070060200041	of.(the)
o070060200042	God
o070060200051	take
o070060200061	(et)
o070060200071	the
o070060200072	meat
o070060200081	and
o070060200082	(et)
o070060200091	the.unleavened
o070060200092	bread(s)
o070060200101	and
o070060200102	set.[them]
o070060200111	to
o070060200121	the
o070060200122	rock
o070060200131	this
o070060200141	and
o070060200142	(et)
o070060200151	the
o070060200152	broth
o070060200161	pour.out
o070060200171	and
o070060200172	he.did
o070060200181	so
o070060210011	and
o070060210012	he.stretched.out
o070060210021	the.angel
o070060210031	of.Yahweh
o070060210041	(et)
o070060210051	the.end
o070060210061	of
o070060210062	the.staff
o070060210071	which
o070060210081	[was].in
o070060210082	hand
o070060210083	his
o070060210091	and
o070060210092	he.touched
o070060210101	(in)
o070060210101ה	the
o070060210102	meat
o070060210111	and.(in)
o070060210112	the
o070060210112ה	unleavened
o070060210113	bread(s)
o070060210121	and
o070060210122	it.went.up
o070060210131	the
o070060210132	fire
o070060210141	from
o070060210151	the
o070060210152	rock
o070060210161	and
o070060210162	it.consumed
o070060210171	(et)
o070060210181	the
o070060210182	meat
o070060210191	and
o070060210192	(et)
o070060210201	the.unleavened
o070060210202	bread(s)
o070060210211	and
o070060210212	the.angel
o070060210221	of.Yahweh
o070060210231	he.went
o070060210241	from
o070060210242	eyes
o070060210243	his
o070060220011	and
o070060220012	he.saw
o070060220021	Gideon
o070060220031	(dm).that
o070060220041	[was].the.angel
o070060220051	of.Yahweh
o070060220061	it
o070060220071	and
o070060220072	he.said
o070060220081	Gideon
o070060220091	alas!
o070060220101	Lord
o070060220102	O
o070060220111	Yahweh
o070060220121	(dm)
o070060220131	therefore
o070060220141	
o070060220151	I.have.seen
o070060220161	the.angel
o070060220171	of.Yahweh
o070060220181	face
o070060220191	to
o070060220201	face
o070060230011	and
o070060230012	he.said
o070060230021	to
o070060230022	him
o070060230031	Yahweh
o070060230041	peace
o070060230051	[be].to
o070060230052	you
o070060230061	do.not
o070060230071	be.afraid
o070060230081	not
o070060230091	you.will.die
o070060240011	and
o070060240012	he.built
o070060240021	there
o070060240031	Gideon
o070060240041	an.altar
o070060240051	to
o070060240052	Yahweh
o070060240061	and
o070060240062	he.called
o070060240071	(to)
o070060240072	it
o070060240081	Yahweh
o070060240091	[is].peace
o070060240101	until
o070060240111	the
o070060240112	day
o070060240121	(the)
o070060240122	this
o070060240131	still
o070060240132	it
o070060240141	[is].in
o070060240142	Ophrah
o070060240151	of
o070060240161	the.Abiezrite[s]
o070060250011	and
o070060250012	it.was
o070060250021	in
o070060250021ה	the
o070060250022	night
o070060250031	(the)
o070060250032	that
o070060250041	and
o070060250042	he.said
o070060250051	to
o070060250052	him
o070060250061	Yahweh
o070060250071	take
o070060250081	(et)
o070060250091	the.young.bull
o070060250101	of
o070060250102	the.ox[en]
o070060250111	which
o070060250121	[belongs].to
o070060250122	father
o070060250123	your
o070060250131	and
o070060250132	the.young.bull
o070060250141	the
o070060250142	second
o070060250151	seven
o070060250161	years
o070060250171	and
o070060250172	you.will.tear.down
o070060250181	(et)
o070060250191	the.altar
o070060250201	of.(the)
o070060250202	Baal
o070060250211	which
o070060250221	[belongs].to
o070060250222	father
o070060250223	your
o070060250231	and
o070060250232	(et)
o070060250241	the.Asherah
o070060250242	pole
o070060250251	which
o070060250261	[is].at
o070060250262	it
o070060250271	you.will.cut.down
o070060260011	and
o070060260012	you.will.build
o070060260021	an.altar
o070060260031	to
o070060260032	Yahweh
o070060260041	God
o070060260042	your
o070060260051	on
o070060260061	the.top
o070060260071	of
o070060260072	the.place.of.refuge
o070060260081	(the)
o070060260082	this
o070060260091	in
o070060260091ה	the
o070060260092	row
o070060260101	and
o070060260102	you.will.take
o070060260111	(et)
o070060260121	the.young
o070060260122	bull
o070060260131	(the)
o070060260132	second
o070060260141	and
o070060260142	you.will.offer.up
o070060260151	a.burnt.offering
o070060260161	with
o070060260162	the.wood(s)
o070060260171	of
o070060260172	the.Asherah.pole
o070060260181	which
o070060260191	you.will.cut.down
o070060270011	and
o070060270012	he.took
o070060270021	Gideon
o070060270031	ten
o070060270041	men
o070060270051	of
o070060270052	servants
o070060270053	his
o070060270061	and
o070060270062	he.did
o070060270071	just
o070060270072	as
o070060270081	he.had.spoken
o070060270091	to
o070060270092	him
o070060270101	Yahweh
o070060270111	and
o070060270112	it.was
o070060270121	since
o070060270122	
o070060270131	he.feared
o070060270141	(et)
o070060270151	the.household
o070060270161	his.father
o070060270162	of
o070060270171	and
o070060270172	(et)
o070060270181	the.men
o070060270191	of
o070060270192	the.city
o070060270201	from
o070060270202	acting
o070060270211	by.day
o070060270221	and
o070060270222	he.acted
o070060270231	night
o070060280011	and
o070060280012	they.rose.early
o070060280021	the.men
o070060280031	of
o070060280032	the.city
o070060280041	in
o070060280041ה	the
o070060280042	morning
o070060280051	and
o070060280052	there!
o070060280061	it.had.been.pulled.down
o070060280071	the.altar
o070060280081	of.(the)
o070060280082	Baal
o070060280091	and
o070060280092	the.Asherah
o070060280093	pole
o070060280101	which
o070060280111	[was].at
o070060280112	it
o070060280121	it.had.been.cut.down
o070060280131	and
o070060280132	(et)
o070060280141	the.young
o070060280142	bull
o070060280151	(the)
o070060280152	second
o070060280161	it.had.been.offered.up
o070060280171	on
o070060280181	the
o070060280182	altar
o070060280191	[which
o070060280192	had.been].built
o070060290011	and
o070060290012	they.said
o070060290021	each
o070060290031	to
o070060290041	neighbor
o070060290042	his
o070060290051	who?
o070060290061	has.he.done
o070060290071	the
o070060290072	thing
o070060290081	(the)
o070060290082	this
o070060290091	and
o070060290092	they.investigated
o070060290101	and
o070060290102	they.searched
o070060290111	and
o070060290112	they.said
o070060290121	Gideon
o070060290131	the.son
o070060290141	of.Joash
o070060290151	he.has.done
o070060290161	the
o070060290162	thing
o070060290171	(the)
o070060290172	this
o070060300011	and
o070060300012	they.said
o070060300021	the.men
o070060300031	of
o070060300032	the.city
o070060300041	to
o070060300051	Joash
o070060300061	bring.out
o070060300071	(et)
o070060300081	son
o070060300082	your
o070060300091	so
o070060300092	that.he.may.die
o070060300101	(dm)
o070060300111	he.has.torn.down
o070060300121	(et)
o070060300131	the.altar
o070060300141	of.(the)
o070060300142	Baal
o070060300151	and
o070060300152	(dm)
o070060300161	he.has.cut.down
o070060300171	the.Asherah
o070060300172	pole
o070060300181	which
o070060300191	[was].at
o070060300192	it
o070060310011	and
o070060310012	he.said
o070060310021	Joash
o070060310031	to
o070060310032	all
o070060310041	[those].who
o070060310051	they.stood
o070060310061	on
o070060310062	him
o070060310071	?
o070060310072	you
o070060310081	will
o070060310082	you.conduct.a.case
o070060310091	for
o070060310091ה	(the)
o070060310092	Baal
o070060310101	or?
o070060310111	you
o070060310121	will
o070060310122	you.deliver
o070060310131	
o070060310132	him
o070060310141	[the.one].who
o070060310151	he.will.conduct.a.case
o070060310161	for
o070060310162	him
o070060310171	he.will.be.put.to.death
o070060310181	until
o070060310191	the
o070060310192	morning
o070060310201	if
o070060310211	[is].a.god
o070060310221	he
o070060310231	let.him.conduct.a.case
o070060310241	for
o070060310242	himself
o070060310251	(dm)
o070060310261	someone.has.torn.down
o070060310271	(et)
o070060310281	altar
o070060310282	his
o070060320011	and
o070060320012	someone.called
o070060320021	(to)
o070060320022	him
o070060320031	on
o070060320031ה	the
o070060320032	day
o070060320041	(the)
o070060320042	that
o070060320051	Jerub-Baal
o070060320061	(cmp)
o070060320062	
o070060320071	let.him.conduct.a.case
o070060320081	against
o070060320082	him
o070060320091	(the)
o070060320092	Baal
o070060320101	(dm)
o070060320111	he.has.torn.down
o070060320121	(et)
o070060320131	altar
o070060320132	his
o070060330011	and
o070060330012	all
o070060330021	Midian
o070060330031	and
o070060330032	Amalek
o070060330041	and.[the]
o070060330042	people
o070060330051	of.[the].east
o070060330061	they.gathered
o070060330071	together
o070060330081	and
o070060330082	they.passed.over
o070060330091	and
o070060330092	they.encamped
o070060330101	in
o070060330102	the.valley
o070060330111	of.Jezreel
o070060340011	and
o070060340012	the.spirit
o070060340021	of.Yahweh
o070060340031	it.clothed
o070060340041	(et)
o070060340051	Gideon
o070060340061	and
o070060340062	he.gave.a.blast
o070060340071	on
o070060340071ה	the.ram's
o070060340072	horn
o070060340081	and
o070060340082	it.was.called.together
o070060340091	Abiezer
o070060340101	after
o070060340102	him
o070060350011	and
o070060350012	messengers
o070060350021	he.sent
o070060350031	in
o070060350032	all
o070060350041	Manasseh
o070060350051	and
o070060350052	it.was.called.together
o070060350061	also
o070060350071	it
o070060350081	after
o070060350082	him
o070060350091	and
o070060350092	messengers
o070060350101	he.sent
o070060350111	in
o070060350112	Asher
o070060350121	and
o070060350122	in
o070060350123	Zebulun
o070060350131	and
o070060350132	in
o070060350133	Naphtali
o070060350141	and
o070060350142	they.went.up
o070060350151	to
o070060350152	meet
o070060350153	them
o070060360011	and
o070060360012	he.said
o070060360021	Gideon
o070060360031	to
o070060360041	(the)
o070060360042	God
o070060360051	if
o070060360061	(there)
o070060360062	you
o070060360071	[will.be].delivering
o070060360081	by
o070060360082	hand
o070060360083	my
o070060360091	(et)
o070060360101	Israel
o070060360111	just
o070060360112	as
o070060360121	you.have.spoken
o070060370011	here!
o070060370021	I
o070060370031	[am].placing
o070060370041	(et)
o070060370051	the.fleece
o070060370061	of.(the)
o070060370062	wool
o070060370071	on
o070060370071ה	the.threshing
o070060370072	floor
o070060370081	if
o070060370091	dew
o070060370101	it.will.be
o070060370111	on
o070060370121	the
o070060370122	fleece
o070060370131	it
o070060370132	
o070060370133	alone
o070060370141	and
o070060370142	[will.be].on
o070060370151	all
o070060370161	the
o070060370162	ground
o070060370171	dryness
o070060370181	and
o070060370182	I.will.know
o070060370191	(dm).that
o070060370201	you.will.deliver
o070060370211	by
o070060370212	hand
o070060370213	my
o070060370221	(et)
o070060370231	Israel
o070060370241	just
o070060370242	as
o070060370251	you.have.spoken
o070060380011	and
o070060380012	it.was
o070060380021	so
o070060380031	and
o070060380032	he.rose.early
o070060380041	from.[the]
o070060380042	next.day
o070060380051	and
o070060380052	he.squeezed.out
o070060380061	(et)
o070060380071	the
o070060380072	fleece
o070060380081	and
o070060380082	he.drained
o070060380091	dew
o070060380101	from
o070060380111	the
o070060380112	fleece
o070060380121	the.fullness
o070060380131	of
o070060380132	the.bowl
o070060380141	water
o070060390011	and
o070060390012	he.said
o070060390021	Gideon
o070060390031	to
o070060390041	(the)
o070060390042	God
o070060390051	not
o070060390061	let.it.burn
o070060390071	anger
o070060390072	your
o070060390081	on
o070060390082	me
o070060390091	and
o070060390092	let.me.speak
o070060390101	only
o070060390111	this
o070060390112	time
o070060390121	let.me.put.to.the.test
o070060390131	please
o070060390141	only
o070060390151	this
o070060390152	time
o070060390161	by
o070060390161ה	the
o070060390162	fleece
o070060390171	let.it.be
o070060390181	please
o070060390191	dryness
o070060390201	to
o070060390211	the
o070060390212	fleece
o070060390221	it
o070060390222	
o070060390223	alone
o070060390231	and
o070060390232	on
o070060390241	all
o070060390251	the
o070060390252	ground
o070060390261	let.it.be
o070060390271	dew
o070060400011	and
o070060400012	he.did
o070060400021	God
o070060400031	so
o070060400041	in
o070060400041ה	the
o070060400042	night
o070060400051	(the)
o070060400052	that
o070060400061	and
o070060400062	it.was
o070060400071	dryness
o070060400081	to
o070060400091	the
o070060400092	fleece
o070060400101	it
o070060400102	
o070060400103	alone
o070060400111	and
o070060400112	on
o070060400121	all
o070060400131	the
o070060400132	ground
o070060400141	it.was
o070060400151	dew
o070070010011	and
o070070010012	he.rose.early
o070070010021	Jerub-Baal
o070070010031	that
o070070010041	[is].Gideon
o070070010051	and
o070070010052	all
o070070010061	the
o070070010062	people
o070070010071	which
o070070010081	[was].with
o070070010082	him
o070070010091	and
o070070010092	they.encamped
o070070010101	at
o070070010111	En
o070070010121	Harod
o070070010131	and
o070070010132	the.camp
o070070010141	of.Midian
o070070010151	it.was
o070070010161	of
o070070010162	him
o070070010171	from.[the]
o070070010172	north
o070070010181	from
o070070010182	the.hill
o070070010191	of.(the)
o070070010192	Moreh
o070070010201	in
o070070010201ה	the
o070070010202	valley
o070070020011	and
o070070020012	he.said
o070070020021	Yahweh
o070070020031	to
o070070020041	Gideon
o070070020051	[is.too].numerous
o070070020061	the
o070070020062	people
o070070020071	which
o070070020081	[is].with
o070070020082	you
o070070020091	for
o070070020092	giving
o070070020093	my
o070070020101	(et)
o070070020111	Midian
o070070020121	in
o070070020122	hand
o070070020123	their
o070070020131	lest
o070070020141	it.should.glorify.itself
o070070020151	over
o070070020152	me
o070070020161	Israel
o070070020171	(cmp)
o070070020172	
o070070020181	hand
o070070020182	my.own
o070070020191	it.has.delivered
o070070020201	(to)
o070070020202	me
o070070030011	and
o070070030012	therefore
o070070030021	proclaim
o070070030031	please
o070070030041	in
o070070030042	the.ears
o070070030051	of
o070070030052	the.people
o070070030061	(cmp)
o070070030062	
o070070030071	who?
o070070030081	[is].fearful
o070070030091	and
o070070030092	trembling
o070070030101	let.him.go.back
o070070030111	and
o070070030112	let.him.go
o070070030121	from
o070070030122	the.mountain
o070070030131	of.(the)
o070070030132	Gilead
o070070030141	and
o070070030142	it.returned
o070070030151	of
o070070030161	the
o070070030162	people
o070070030171	twenty
o070070030181	and
o070070030182	two
o070070030191	thousand
o070070030201	and
o070070030202	ten
o070070030211	thousand(s)
o070070030221	they.remained
o070070040011	and
o070070040012	he.said
o070070040021	Yahweh
o070070040031	to
o070070040041	Gideon
o070070040051	still
o070070040061	the
o070070040062	people
o070070040071	[is].numerous
o070070040081	bring.down
o070070040091	
o070070040092	them
o070070040101	to
o070070040111	the
o070070040112	water
o070070040121	so
o070070040122	that
o070070040123	I.may.test.it
o070070040131	for
o070070040132	you
o070070040141	there
o070070040151	and
o070070040152	it.will.be
o070070040161	[the.one].whom
o070070040171	I.will.say
o070070040181	to
o070070040182	you
o070070040191	this.[one]
o070070040201	he.will.go
o070070040211	with
o070070040212	you
o070070040221	he
o070070040231	he.will.go
o070070040241	with
o070070040242	you
o070070040251	and
o070070040252	every
o070070040261	[one].whom
o070070040271	I.will.say
o070070040281	to
o070070040282	you
o070070040291	this.[one]
o070070040301	not
o070070040311	he.will.go
o070070040321	with
o070070040322	you
o070070040331	he
o070070040341	not
o070070040351	he.will.go
o070070050011	and
o070070050012	he.brought.down
o070070050021	(et)
o070070050031	the
o070070050032	people
o070070050041	to
o070070050051	the
o070070050052	water
o070070050061	and
o070070050062	he.said
o070070050071	Yahweh
o070070050081	to
o070070050091	Gideon
o070070050101	every
o070070050111	[one].who
o070070050121	he.will.lap.up
o070070050131	with
o070070050132	tongue
o070070050133	his
o070070050141	some.of
o070070050151	the
o070070050152	water
o070070050161	just
o070070050162	as
o070070050171	it.laps.up
o070070050181	the
o070070050182	dog
o070070050191	you.will.set
o070070050201	
o070070050202	him
o070070050211	alone
o070070050212	
o070070050221	and
o070070050222	every
o070070050231	[one].who
o070070050241	he.will.bow.down
o070070050251	on
o070070050261	knees
o070070050262	his
o070070050271	to
o070070050272	drink
o070070060011	and
o070070060012	it.was
o070070060021	the.number
o070070060031	of
o070070060032	[those.who].lapped
o070070060041	with
o070070060042	hand
o070070060043	their
o070070060051	to
o070070060061	mouth
o070070060062	their
o070070060071	three
o070070060081	hundred(s)
o070070060091	man
o070070060101	and
o070070060102	all
o070070060111	the.remainder
o070070060121	of
o070070060122	the.people
o070070060131	they.bowed.down
o070070060141	on
o070070060151	knees
o070070060152	their
o070070060161	to
o070070060162	drink
o070070060171	water
o070070070011	and
o070070070012	he.said
o070070070021	Yahweh
o070070070031	to
o070070070041	Gideon
o070070070051	by
o070070070052	three
o070070070061	hundred(s)
o070070070071	the
o070070070072	man
o070070070081	[who]
o070070070082	lapped
o070070070091	I.will.deliver
o070070070101	
o070070070102	you
o070070070111	and
o070070070112	I.will.give
o070070070121	(et)
o070070070131	Midian
o070070070141	in
o070070070142	hand
o070070070143	your
o070070070151	and
o070070070152	all
o070070070161	the
o070070070162	people
o070070070171	let.them.go
o070070070181	each
o070070070191	to
o070070070192	his.own
o070070070193	place
o070070080011	and
o070070080012	they.took
o070070080021	(et)
o070070080031	provision[s]
o070070080041	the
o070070080042	people
o070070080051	in
o070070080052	hand
o070070080053	their
o070070080061	and
o070070080062	(et)
o070070080071	trumpets
o070070080072	their
o070070080081	and
o070070080082	(et)
o070070080091	every
o070070080101	(the).man
o070070080111	of.Israel
o070070080121	he.sent.away
o070070080131	each
o070070080141	to
o070070080142	tents
o070070080143	his
o070070080151	and
o070070080152	on
o070070080153	three
o070070080161	hundred(s)
o070070080171	the
o070070080172	man
o070070080181	he.kept.hold
o070070080191	and
o070070080192	the.camp
o070070080201	of.Midian
o070070080211	it.was
o070070080221	to
o070070080222	him
o070070080231	from
o070070080232	under
o070070080241	in
o070070080241ה	the
o070070080242	valley
o070070090011	and
o070070090012	it.was
o070070090021	in
o070070090021ה	the
o070070090022	night
o070070090031	(the)
o070070090032	that
o070070090041	and
o070070090042	he.said
o070070090051	to
o070070090052	him
o070070090061	Yahweh
o070070090071	arise
o070070090081	go.down
o070070090091	in
o070070090091ה	the
o070070090092	camp
o070070090101	(dm)
o070070090111	I
o070070090112	have.given.it
o070070090121	in
o070070090122	hand
o070070090123	your
o070070100011	and
o070070100012	if
o070070100021	[are].afraid
o070070100031	you
o070070100041	to
o070070100042	go.down
o070070100051	go.down
o070070100061	you
o070070100071	and
o070070100072	Purah
o070070100081	servant
o070070100082	your
o070070100091	to
o070070100101	the
o070070100102	camp
o070070110011	and
o070070110012	you.will.hear
o070070110021	what?
o070070110031	will.they.speak
o070070110041	and
o070070110042	after
o070070110051	they.will.be.strong
o070070110061	hands
o070070110062	your
o070070110071	and
o070070110072	you.will.go.down
o070070110081	in
o070070110081ה	the
o070070110082	camp
o070070110091	and
o070070110092	he.went.down
o070070110101	he
o070070110111	and
o070070110112	Purah
o070070110121	servant
o070070110122	his
o070070110131	to
o070070110141	the.edge
o070070110151	of.[those]
o070070110152	arrayed.for.battle
o070070110161	who
o070070110171	[were].in
o070070110171ה	the
o070070110172	camp
o070070120011	and
o070070120012	Midian
o070070120021	and
o070070120022	Amalek
o070070120031	and
o070070120032	all
o070070120041	[the].people
o070070120051	of.[the].east
o070070120061	[were].lying
o070070120071	in
o070070120071ה	the
o070070120072	valley
o070070120081	like
o070070120081ה	(the)
o070070120082	locust[s]
o070070120091	for
o070070120092	multitude
o070070120101	and
o070070120102	to
o070070120103	camels
o070070120104	their
o070070120111	there.[was].not
o070070120121	number
o070070120131	like
o070070120131ה	the
o070070120132	sand
o070070120141	which.[is]
o070070120142	on
o070070120151	the.shore
o070070120161	of
o070070120162	the.sea
o070070120171	for
o070070120172	multitude
o070070130011	and
o070070130012	he.came
o070070130021	Gideon
o070070130031	and
o070070130032	there!
o070070130041	a.man
o070070130051	[was].recounting
o070070130061	to
o070070130062	neighbor
o070070130063	his
o070070130071	a.dream
o070070130081	and
o070070130082	he.said
o070070130091	here!
o070070130101	a.dream
o070070130111	I.have.dreamed
o070070130121	and
o070070130122	there!
o070070130141	a.round.loaf
o070070130151	of.bread
o070070130161	of.barley(s)
o070070130171	[was].tumbling
o070070130181	in
o070070130182	the.camp
o070070130191	of.Midian
o070070130201	and
o070070130202	it.came
o070070130211	to
o070070130221	the
o070070130222	tent
o070070130231	and
o070070130232	it
o070070130233	struck.it
o070070130241	and
o070070130242	it.fell
o070070130251	and
o070070130252	it
o070070130253	overturned.it
o070070130261	(to)
o070070130262	upwards
o070070130263	
o070070130271	and
o070070130272	it.fell
o070070130281	the
o070070130282	tent
o070070140011	and
o070070140012	he.answered
o070070140021	neighbor
o070070140022	his
o070070140031	and
o070070140032	he.said
o070070140041	[is].not
o070070140051	this
o070070140061	except
o070070140071	(if)
o070070140081	the.sword
o070070140091	of.Gideon
o070070140101	the.son
o070070140111	of.Joash
o070070140121	the.man
o070070140131	of.Israel
o070070140141	he.has.given
o070070140151	(the)
o070070140152	God
o070070140161	in
o070070140162	hand
o070070140163	his
o070070140171	(et)
o070070140181	Midian
o070070140191	and
o070070140192	(et)
o070070140201	all
o070070140211	the
o070070140212	army
o070070150011	and
o070070150012	it.was
o070070150021	just
o070070150022	as.heard
o070070150031	Gideon
o070070150041	(et)
o070070150051	the.recounting
o070070150061	of
o070070150062	the.dream
o070070150071	and
o070070150072	(et)
o070070150081	interpretation
o070070150082	its
o070070150091	and
o070070150092	he.bowed.down
o070070150101	and
o070070150102	he.returned
o070070150111	to
o070070150121	the.camp
o070070150131	of.Israel
o070070150141	and
o070070150142	he.said
o070070150151	arise
o070070150161	(dm)
o070070150171	he.has.given
o070070150181	Yahweh
o070070150191	in
o070070150192	hand
o070070150193	your
o070070150201	(et)
o070070150211	the.camp
o070070150221	of.Midian
o070070160011	and
o070070160012	he.divided
o070070160021	(et)
o070070160031	three
o070070160041	hundred(s)
o070070160051	the
o070070160052	man
o070070160061	three
o070070160071	companies
o070070160081	and
o070070160082	he.put
o070070160091	trumpets
o070070160101	in
o070070160102	the.hand
o070070160111	all.of.them
o070070160112	of
o070070160121	and
o070070160122	jars
o070070160131	empty
o070070160141	and
o070070160142	torches
o070070160151	[were].in
o070070160152	the.midst
o070070160161	of
o070070160162	the.jars
o070070170011	and
o070070170012	he.said
o070070170021	to
o070070170022	them
o070070170031	from
o070070170032	me
o070070170041	you.will.see
o070070170051	and
o070070170052	thus
o070070170061	you.will.do
o070070170071	and
o070070170072	here!
o070070170081	I
o070070170091	[will.be].coming
o070070170101	in
o070070170102	the.edge
o070070170111	of
o070070170112	the.camp
o070070170121	and
o070070170122	it.will.be
o070070170131	just
o070070170132	as
o070070170141	I.will.do
o070070170151	so
o070070170161	you
o070070170162	will.do
o070070180011	and
o070070180012	I.will.give.a.blast
o070070180021	on
o070070180021ה	the
o070070180022	trumpet
o070070180031	I
o070070180041	and
o070070180042	all
o070070180051	[those].who
o070070180061	[are].with
o070070180062	me
o070070180071	and
o070070180072	you.will.give.a.blast
o070070180081	on
o070070180081ה	the
o070070180082	trumpets
o070070180091	also
o070070180101	you
o070070180111	all.around
o070070180121	all
o070070180131	the
o070070180132	camp
o070070180141	and
o070070180142	you.will.say
o070070180151	for
o070070180152	Yahweh
o070070180161	and
o070070180162	for
o070070180163	Gideon
o070070190011	and
o070070190012	he.went
o070070190021	Gideon
o070070190031	and
o070070190032	one.hundred
o070070190041	man
o070070190051	who
o070070190061	[were].with
o070070190062	him
o070070190071	in
o070070190072	the.edge
o070070190081	of
o070070190082	the.camp
o070070190091	the.beginning
o070070190101	of
o070070190102	the.watch
o070070190111	(the)
o070070190112	middle
o070070190121	just
o070070190131	just.(station)
o070070190141	they.had.stationed
o070070190151	(et)
o070070190161	the
o070070190162	watchmen
o070070190171	and
o070070190172	they.gave.a.blast
o070070190181	on
o070070190181ה	the
o070070190182	trumpets
o070070190191	and
o070070190192	they.smashed
o070070190201	the
o070070190202	jars
o070070190211	which
o070070190221	[were].in
o070070190222	hand
o070070190223	their
o070070200011	and
o070070200012	they.gave.a.blast
o070070200021	the.three
o070070200031	the
o070070200032	companies
o070070200041	on
o070070200041ה	the
o070070200042	trumpets
o070070200051	and
o070070200052	they.broke
o070070200061	the
o070070200062	jars
o070070200071	and
o070070200072	they.took.hold
o070070200081	in
o070070200082	the.hand
o070070200091	their.left
